TextId,CISI,Region,Site,Type,Complete,Direction,RawText,ReadingTokens,ReviewKind,Candidate,RoleHypothesis,StartPos,EndPos,LeftContext,RightContext,Score,SecondaryScore,FormulaRisk,Priority,ReviewQuestion
2886.1,M-390,Lower Indus,Mohenjo-daro,SEAL:R,Y,R/L,+250-605-626-060-820+,820-060-626-605-250,NameBlock,820-060,CROSS_SITE_NAME_ANCHOR,1,2,,626 605 250,0.9341,0.8865,0.6197,A,"Inspect artifact image and neighbors: name, office, lineage, place, commodity, or fixed formula?"
3173.1,M-750,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+740-773-060-820+,820-060-773-740,NameBlock,820-060,CROSS_SITE_NAME_ANCHOR,1,2,,773 740,0.9341,0.8865,0.6197,A,"Inspect artifact image and neighbors: name, office, lineage, place, commodity, or fixed formula?"
3284.1,M-875,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+105-031-060-820+,820-060-031-105,NameBlock,820-060,CROSS_SITE_NAME_ANCHOR,1,2,,031 105,0.9341,0.8865,0.6197,A,"Inspect artifact image and neighbors: name, office, lineage, place, commodity, or fixed formula?"
3326.1,M-931,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+520-233-803-060-820+,820-060-803-233-520,NameBlock,820-060,CROSS_SITE_NAME_ANCHOR,1,2,,803 233 520,0.9341,0.8865,0.6197,A,"Inspect artifact image and neighbors: name, office, lineage, place, commodity, or fixed formula?"
3475.1,M-1104,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+740-564-060-820+,820-060-564-740,NameBlock,820-060,CROSS_SITE_NAME_ANCHOR,1,2,,564 740,0.9341,0.8865,0.6197,A,"Inspect artifact image and neighbors: name, office, lineage, place, commodity, or fixed formula?"
3663.1,M-1364,Lower Indus,Mohenjo-daro,SEAL:R,Y,R/L,+405-003-060-820+,820-060-003-405,NameBlock,820-060,CROSS_SITE_NAME_ANCHOR,1,2,,003 405,0.9341,0.8865,0.6197,A,"Inspect artifact image and neighbors: name, office, lineage, place, commodity, or fixed formula?"
3890.1,-,Other,Unknown,SEAL:S,Y,R/L,+740-585-231-240-060-820+,820-060-240-231-585-740,NameBlock,820-060,CROSS_SITE_NAME_ANCHOR,1,2,,240 231 585,0.9341,0.8865,0.6197,A,"Inspect artifact image and neighbors: name, office, lineage, place, commodity, or fixed formula?"
681.2,H-2090,Inter-Riverine,Harappa,TAB:I,Y,R/L,+869-060-820+,820-060-869,NameBlock,820-060,CROSS_SITE_NAME_ANCHOR,1,2,,869,0.9341,0.8865,0.6197,A,"Inspect artifact image and neighbors: name, office, lineage, place, commodity, or fixed formula?"
104.1,C-16,Lower Indus,Chanhu-daro,SEAL:S,Y,R/L,+429-003-741-060-920+,920-060-741-003-429,NameBlock,920-060-741,CROSS_SITE_NAME_ANCHOR,1,3,,003 429,0.9234,0.9245,0.6401,A,"Inspect artifact image and neighbors: name, office, lineage, place, commodity, or fixed formula?"
1145.1,H-89,Inter-Riverine,Harappa,SEAL:S,Y,R/L,+232-240-741-060-920+,920-060-741-240-232,NameBlock,920-060-741,CROSS_SITE_NAME_ANCHOR,1,3,,240 232,0.9234,0.9245,0.6401,A,"Inspect artifact image and neighbors: name, office, lineage, place, commodity, or fixed formula?"
1209.1,H-175,Inter-Riverine,Harappa,TAB:B,Y,R/L,+167-705-368-005-741-060-920+,920-060-741-005-368-705-167,NameBlock,920-060-741,CROSS_SITE_NAME_ANCHOR,1,3,,005 368 705,0.9234,0.9245,0.6401,A,"Inspect artifact image and neighbors: name, office, lineage, place, commodity, or fixed formula?"
1879.1,K-4,Inter-Riverine,Kalibangan,SEAL:S,Y,R/L,+036-269-140-002-741-060-920+,920-060-741-002-140-269-036,NameBlock,920-060-741,CROSS_SITE_NAME_ANCHOR,1,3,,002 140 269,0.9234,0.9245,0.6401,A,"Inspect artifact image and neighbors: name, office, lineage, place, commodity, or fixed formula?"
2005.1,L-28,Gujarat/Kutch,Lothal,SEAL:S,Y,R/L,+740-406-590-741-060-920+,920-060-741-590-406-740,NameBlock,920-060-741,CROSS_SITE_NAME_ANCHOR,1,3,,590 406 740,0.9234,0.9245,0.6401,A,"Inspect artifact image and neighbors: name, office, lineage, place, commodity, or fixed formula?"
2133.3,L-217,Gujarat/Kutch,Lothal,TAB:B,Y,R/L,+740-821-741-060-920+,920-060-741-821-740,NameBlock,920-060-741,CROSS_SITE_NAME_ANCHOR,1,3,,821 740,0.9234,0.9245,0.6401,A,"Inspect artifact image and neighbors: name, office, lineage, place, commodity, or fixed formula?"
2192.1,M-1805,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+740-440-741-060-920+,920-060-741-440-740,NameBlock,920-060-741,CROSS_SITE_NAME_ANCHOR,1,3,,440 740,0.9234,0.9245,0.6401,A,"Inspect artifact image and neighbors: name, office, lineage, place, commodity, or fixed formula?"
2249.1,M-966,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+740-042-741-060-920+,920-060-741-042-740,NameBlock,920-060-741,CROSS_SITE_NAME_ANCHOR,1,3,,042 740,0.9234,0.9245,0.6401,A,"Inspect artifact image and neighbors: name, office, lineage, place, commodity, or fixed formula?"
2339.1,M-1757,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+504-350-240-741-060-920+,920-060-741-240-350-504,NameBlock,920-060-741,CROSS_SITE_NAME_ANCHOR,1,3,,240 350 504,0.9234,0.9245,0.6401,A,"Inspect artifact image and neighbors: name, office, lineage, place, commodity, or fixed formula?"
2343.1,M-1790,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+592-741-060-920+,920-060-741-592,NameBlock,920-060-741,CROSS_SITE_NAME_ANCHOR,1,3,,592,0.9234,0.9245,0.6401,A,"Inspect artifact image and neighbors: name, office, lineage, place, commodity, or fixed formula?"
2344.1,M-1902,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+151-390-590-741-060-920+,920-060-741-590-390-151,NameBlock,920-060-741,CROSS_SITE_NAME_ANCHOR,1,3,,590 390 151,0.9234,0.9245,0.6401,A,"Inspect artifact image and neighbors: name, office, lineage, place, commodity, or fixed formula?"
2516.1,M-1672,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+520-220-003-741-060-920+,920-060-741-003-220-520,NameBlock,920-060-741,CROSS_SITE_NAME_ANCHOR,1,3,,003 220 520,0.9234,0.9245,0.6401,A,"Inspect artifact image and neighbors: name, office, lineage, place, commodity, or fixed formula?"
257.1,H-1309,Inter-Riverine,Harappa,TAB:I,Y,L/R,+156-176-741-060-920+,920-060-741-176-156,NameBlock,920-060-741,CROSS_SITE_NAME_ANCHOR,1,3,,176 156,0.9234,0.9245,0.6401,A,"Inspect artifact image and neighbors: name, office, lineage, place, commodity, or fixed formula?"
2640.1,M-113,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+740-032-840-741-060-920+,920-060-741-840-032-740,NameBlock,920-060-741,CROSS_SITE_NAME_ANCHOR,1,3,,840 032 740,0.9234,0.9245,0.6401,A,"Inspect artifact image and neighbors: name, office, lineage, place, commodity, or fixed formula?"
2770.1,M-247,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+390-017-741-060-920+,920-060-741-017-390,NameBlock,920-060-741,CROSS_SITE_NAME_ANCHOR,1,3,,017 390,0.9234,0.9245,0.6401,A,"Inspect artifact image and neighbors: name, office, lineage, place, commodity, or fixed formula?"
2844.1,M-326,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+740-904-235-741-060-920+,920-060-741-235-904-740,NameBlock,920-060-741,CROSS_SITE_NAME_ANCHOR,1,3,,235 904 740,0.9234,0.9245,0.6401,A,"Inspect artifact image and neighbors: name, office, lineage, place, commodity, or fixed formula?"
2921.1,M-427,Lower Indus,Mohenjo-daro,TAG:P,Y,R/L,+740-100-415-741-060-920+,920-060-741-415-100-740,NameBlock,920-060-741,CROSS_SITE_NAME_ANCHOR,1,3,,415 100 740,0.9234,0.9245,0.6401,A,"Inspect artifact image and neighbors: name, office, lineage, place, commodity, or fixed formula?"
3091.1,M-647,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+740-100-235-233-741-060-920+,920-060-741-233-235-100-740,NameBlock,920-060-741,CROSS_SITE_NAME_ANCHOR,1,3,,233 235 100,0.9234,0.9245,0.6401,A,"Inspect artifact image and neighbors: name, office, lineage, place, commodity, or fixed formula?"
3178.1,M-755,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+740-337-484-741-060-920+,920-060-741-484-337-740,NameBlock,920-060-741,CROSS_SITE_NAME_ANCHOR,1,3,,484 337 740,0.9234,0.9245,0.6401,A,"Inspect artifact image and neighbors: name, office, lineage, place, commodity, or fixed formula?"
3266.1,M-854,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+592-741-060-920+,920-060-741-592,NameBlock,920-060-741,CROSS_SITE_NAME_ANCHOR,1,3,,592,0.9234,0.9245,0.6401,A,"Inspect artifact image and neighbors: name, office, lineage, place, commodity, or fixed formula?"
3280.1,M-870,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+740-460-741-060-920+,920-060-741-460-740,NameBlock,920-060-741,CROSS_SITE_NAME_ANCHOR,1,3,,460 740,0.9234,0.9245,0.6401,A,"Inspect artifact image and neighbors: name, office, lineage, place, commodity, or fixed formula?"
3358.1,M-964,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+527-550-741-060-920+,920-060-741-550-527,NameBlock,920-060-741,CROSS_SITE_NAME_ANCHOR,1,3,,550 527,0.9234,0.9245,0.6401,A,"Inspect artifact image and neighbors: name, office, lineage, place, commodity, or fixed formula?"
3364.1,M-971,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+740-416-741-060-920+,920-060-741-416-740,NameBlock,920-060-741,CROSS_SITE_NAME_ANCHOR,1,3,,416 740,0.9234,0.9245,0.6401,A,"Inspect artifact image and neighbors: name, office, lineage, place, commodity, or fixed formula?"
3367.1,M-974,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+740-927-741-060-920+,920-060-741-927-740,NameBlock,920-060-741,CROSS_SITE_NAME_ANCHOR,1,3,,927 740,0.9234,0.9245,0.6401,A,"Inspect artifact image and neighbors: name, office, lineage, place, commodity, or fixed formula?"
3485.1,M-1114,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+740-140-002-741-060-920+,920-060-741-002-140-740,NameBlock,920-060-741,CROSS_SITE_NAME_ANCHOR,1,3,,002 140 740,0.9234,0.9245,0.6401,A,"Inspect artifact image and neighbors: name, office, lineage, place, commodity, or fixed formula?"
3679.1,M-1383,Lower Indus,Mohenjo-daro,TAG:R,Y,R/L,+740-575-017-031-741-060-920+,920-060-741-031-017-575-740,NameBlock,920-060-741,CROSS_SITE_NAME_ANCHOR,1,3,,031 017 575,0.9234,0.9245,0.6401,A,"Inspect artifact image and neighbors: name, office, lineage, place, commodity, or fixed formula?"
3869.1,Rgr-1,Eastern Headwaters,Rakhigarhi,SEAL:S,Y,R/L,+740-760-335-741-060-920+,920-060-741-335-760-740,NameBlock,920-060-741,CROSS_SITE_NAME_ANCHOR,1,3,,335 760 740,0.9234,0.9245,0.6401,A,"Inspect artifact image and neighbors: name, office, lineage, place, commodity, or fixed formula?"
4159.1,-,Gujarat/Kutch,Dholavira,SEAL:S,Y,R/L,+368-005-741-060-920+,920-060-741-005-368,NameBlock,920-060-741,CROSS_SITE_NAME_ANCHOR,1,3,,005 368,0.9234,0.9245,0.6401,A,"Inspect artifact image and neighbors: name, office, lineage, place, commodity, or fixed formula?"
4175.1,-,Gujarat/Kutch,Dholavira,SEAL:S,Y,R/L,+156-142-741-060-920+,920-060-741-142-156,NameBlock,920-060-741,CROSS_SITE_NAME_ANCHOR,1,3,,142 156,0.9234,0.9245,0.6401,A,"Inspect artifact image and neighbors: name, office, lineage, place, commodity, or fixed formula?"
491.2,H-2127,Inter-Riverine,Harappa,TAB:I,Y,R/L,+504-350-741-060-920+,920-060-741-350-504,NameBlock,920-060-741,CROSS_SITE_NAME_ANCHOR,1,3,,350 504,0.9234,0.9245,0.6401,A,"Inspect artifact image and neighbors: name, office, lineage, place, commodity, or fixed formula?"
589.2,H-2128,Inter-Riverine,Harappa,TAB:I,Y,L/R,+504-350-741-060-920+,920-060-741-350-504,NameBlock,920-060-741,CROSS_SITE_NAME_ANCHOR,1,3,,350 504,0.9234,0.9245,0.6401,A,"Inspect artifact image and neighbors: name, office, lineage, place, commodity, or fixed formula?"
1123.1,H-64,Inter-Riverine,Harappa,SEAL:S,Y,R/L,+520-070-921-240+,240-921-070-520,NameBlock,070-520,CROSS_SITE_NAME_ANCHOR,3,4,240 921,,0.9156,0.8801,0.5723,A,"Inspect artifact image and neighbors: name, office, lineage, place, commodity, or fixed formula?"
1147.1,H-91,Inter-Riverine,Harappa,SEAL:S,Y,R/L,+520-070-253-060-692+,692-060-253-070-520,NameBlock,070-520,CROSS_SITE_NAME_ANCHOR,4,5,692 060 253,,0.9156,0.8801,0.5723,A,"Inspect artifact image and neighbors: name, office, lineage, place, commodity, or fixed formula?"
2046.1,L-92,Gujarat/Kutch,Lothal,SEAL:R,Y,R/L,+520-070-255-832-002-817+,817-002-832-255-070-520,NameBlock,070-520,CROSS_SITE_NAME_ANCHOR,5,6,002 832 255,,0.9156,0.8801,0.5723,A,"Inspect artifact image and neighbors: name, office, lineage, place, commodity, or fixed formula?"
2342.1,M-1661,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+520-070-219-002-861-032-520-919-140+,140-919-520-032-861-002-219-070-520,NameBlock,070-520,CROSS_SITE_NAME_ANCHOR,8,9,861 002 219,,0.9156,0.8801,0.5723,A,"Inspect artifact image and neighbors: name, office, lineage, place, commodity, or fixed formula?"
2403.1,M-1690,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+520-070-220-032-240-838-741-958-220-278+,278-220-958-741-838-240-032-220-070-520,NameBlock,070-520,CROSS_SITE_NAME_ANCHOR,9,10,240 032 220,,0.9156,0.8801,0.5723,A,"Inspect artifact image and neighbors: name, office, lineage, place, commodity, or fixed formula?"
3118.1,-,Other,Unknown,SEAL:S,Y,R/L,+520-070-255-832-220-003-853+,853-003-220-832-255-070-520,NameBlock,070-520,CROSS_SITE_NAME_ANCHOR,6,7,220 832 255,,0.9156,0.8801,0.5723,A,"Inspect artifact image and neighbors: name, office, lineage, place, commodity, or fixed formula?"
3228.1,M-815,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+520-070-233-798-002-861+,861-002-798-233-070-520,NameBlock,070-520,CROSS_SITE_NAME_ANCHOR,5,6,002 798 233,,0.9156,0.8801,0.5723,A,"Inspect artifact image and neighbors: name, office, lineage, place, commodity, or fixed formula?"
3378.1,M-985,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+520-070-033-705-233-235-803+,803-235-233-705-033-070-520,NameBlock,070-520,CROSS_SITE_NAME_ANCHOR,6,7,233 705 033,,0.9156,0.8801,0.5723,A,"Inspect artifact image and neighbors: name, office, lineage, place, commodity, or fixed formula?"
3579.1,M-1272,Lower Indus,Mohenjo-daro,SEAL:R,Y,R/L,+520-070-921-742-615-920+,920-615-742-921-070-520,NameBlock,070-520,CROSS_SITE_NAME_ANCHOR,5,6,615 742 921,,0.9156,0.8801,0.5723,A,"Inspect artifact image and neighbors: name, office, lineage, place, commodity, or fixed formula?"
3984.1,M-1727,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+520-070-503-240+,240-503-070-520,NameBlock,070-520,CROSS_SITE_NAME_ANCHOR,3,4,240 503,,0.9156,0.8801,0.5723,A,"Inspect artifact image and neighbors: name, office, lineage, place, commodity, or fixed formula?"
510.2,H-1916,Inter-Riverine,Harappa,TAB:B,Y,R/L,+520-070-255-832+,832-255-070-520,NameBlock,070-520,CROSS_SITE_NAME_ANCHOR,3,4,832 255,,0.9156,0.8801,0.5723,A,"Inspect artifact image and neighbors: name, office, lineage, place, commodity, or fixed formula?"
5218.1,-,Gujarat/Kutch,Gola Dhoro (Bagasra),SEAL:S,Y,R/L,+520-070-495-240-060-297-368-632-032+,032-632-368-297-060-240-495-070-520,NameBlock,070-520,CROSS_SITE_NAME_ANCHOR,8,9,060 240 495,,0.9156,0.8801,0.5723,A,"Inspect artifact image and neighbors: name, office, lineage, place, commodity, or fixed formula?"
1114.1,H-55,Inter-Riverine,Harappa,SEAL:S,Y,R/L,+390-004-002-861-125+,125-861-002-004-390,NameBlock,002-004-390,CROSS_SITE_NAME_ANCHOR,3,5,125 861,,0.9039,0.8596,0.5211,A,"Inspect artifact image and neighbors: name, office, lineage, place, commodity, or fixed formula?"
2418.1,M-1844,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+390-004-002-817+,817-002-004-390,NameBlock,002-004-390,CROSS_SITE_NAME_ANCHOR,2,4,817,,0.9039,0.8596,0.5211,A,"Inspect artifact image and neighbors: name, office, lineage, place, commodity, or fixed formula?"
2450.1,M-1750,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+390-004-002-861+,861-002-004-390,NameBlock,002-004-390,CROSS_SITE_NAME_ANCHOR,2,4,861,,0.9039,0.8596,0.5211,A,"Inspect artifact image and neighbors: name, office, lineage, place, commodity, or fixed formula?"
2453.1,M-984,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+390-004-002-817+,817-002-004-390,NameBlock,002-004-390,CROSS_SITE_NAME_ANCHOR,2,4,817,,0.9039,0.8596,0.5211,A,"Inspect artifact image and neighbors: name, office, lineage, place, commodity, or fixed formula?"
2630.1,M-103,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+390-004-002-820+,820-002-004-390,NameBlock,002-004-390,CROSS_SITE_NAME_ANCHOR,2,4,820,,0.9039,0.8596,0.5211,A,"Inspect artifact image and neighbors: name, office, lineage, place, commodity, or fixed formula?"
2799.1,M-278,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+621-390-004-002-817+,817-002-004-390-621,NameBlock,002-004-390,CROSS_SITE_NAME_ANCHOR,2,4,817,621,0.9039,0.8596,0.5211,A,"Inspect artifact image and neighbors: name, office, lineage, place, commodity, or fixed formula?"
3875.1,Sktd-1,Gujarat/Kutch,Surkotada,SEAL:S,Y,R/L,+390-004-002-390-125-820+,820-125-390-002-004-390,NameBlock,002-004-390,CROSS_SITE_NAME_ANCHOR,4,6,820 125 390,,0.9039,0.8596,0.5211,A,"Inspect artifact image and neighbors: name, office, lineage, place, commodity, or fixed formula?"
3884.1,-,Mesopotamia,Tell Umma,TAG:L,Y,R/L,+390-004-002-705-127+,127-705-002-004-390,NameBlock,002-004-390,CROSS_SITE_NAME_ANCHOR,3,5,127 705,,0.9039,0.8596,0.5211,A,"Inspect artifact image and neighbors: name, office, lineage, place, commodity, or fixed formula?"
3991.1,M-1823,Lower Indus,Mohenjo-daro,SEAL:S,Y,R/L,+390-004-002-031-376+,376-031-002-004-390,NameBlock,002-004-390,CROSS_SITE_NAME_ANCHOR,3,5,376 031,,0.9039,0.8596,0.5211,A,"Inspect artifact image and neighbors: name, office, lineage, place, commodity, or fixed formula?"
401.1,H-2003,Inter-Riverine,Harappa,TAB:B,Y,R/L,+390-004-002-817+,817-002-004-390,NameBlock,002-004-390,CROSS_SITE_NAME_ANCHOR,2,4,817,,0.9039,0.8596,0.5211,A,"Inspect artifact image and neighbors: name, office, lineage, place, commodity, or fixed formula?"
951.1,-,Gujarat/Kutch,Dholavira,SEAL:S,Y,R/L,+390-004-002-817+,817-002-004-390,NameBlock,002-004-390,CROSS_SITE_NAME_ANCHOR,2,4,817,,0.9039,0.8596,0.5211,A,"Inspect artifact image and neighbors: name, office, lineage, place, commodity, or fixed formula?"
91.1,C-3,Lower Indus,Chanhu-daro,SEAL:S,Y,R/L,+740-016-002-920-317+,317-920-002-016-740,SlotFiller,016,FILLER_IN_002|740,4,4,317 920 002,740,0.957,247,,A,Inspect whether this filler behaves like a variable name/title field inside a stable frame.
513.1,H-1671,Inter-Riverine,Harappa,SEAL:S,Y,R/L,+740-061-002-455-420-032+,032-420-455-002-061-740,SlotFiller,061,FILLER_IN_002|740,5,5,420 455 002,740,0.957,247,,A,Inspect whether this filler behaves like a variable name/title field inside a stable frame.
1104.1,H-45,Inter-Riverine,Harappa,SEAL:S,Y,R/L,+090-740-101-002-820+,820-002-101-740-090,SlotFiller,101,FILLER_IN_002|740,3,3,820 002,740 090,0.957,247,,A,Inspect whether this filler behaves like a variable name/title field inside a stable frame.
89.1,C-1,Lower Indus,Chanhu-daro,SEAL:S,Y,R/L,+031-840-140-740-101-002-365-287-034+,034-287-365-002-101-740-140-840-031,SlotFiller,101,FILLER_IN_002|740,5,5,287 365 002,740 140 840,0.957,247,,A,Inspect whether this filler behaves like a variable name/title field inside a stable frame.
284.1,H-1030,Inter-Riverine,Harappa,SEAL:S,Y,R/L,+090-740-103-002-861+,861-002-103-740-090,SlotFiller,103,FILLER_IN_002|740,3,3,861 002,740 090,0.957,247,,A,Inspect whether this filler behaves like a variable name/title field inside a stable frame.
1700.1,H-811,Inter-Riverine,Harappa,TAB:B,Y,R/L,+317-740-335-740-176-002-920-491+,491-920-002-176-740-335-740-317,SlotFiller,176,FILLER_IN_002|740,4,4,491 920 002,740 335 740,0.957,247,,A,Inspect whether this filler behaves like a variable name/title field inside a stable frame.
2017.1,L-46,Gujarat/Kutch,Lothal,SEAL:S,Y,R/L,+527-388-233-740-176-002-861-392+,392-861-002-176-740-233-388-527,SlotFiller,176,FILLER_IN_002|740,4,4,392 861 002,740 233 388,0.957,247,,A,Inspect whether this filler behaves like a variable name/title field inside a stable frame.
370.1,H-2016,Inter-Riverine,Harappa,TAB:B,Y,R/L,+317-740-335-740-176-002-920-491+,491-920-002-176-740-335-740-317,SlotFiller,176,FILLER_IN_002|740,4,4,491 920 002,740 335 740,0.957,247,,A,Inspect whether this filler behaves like a variable name/title field inside a stable frame.
27.1,B-1,Eastern Headwaters,Banawali,SEAL:S,Y,R/L,+090-740-220-002-368-550-821+,821-550-368-002-220-740-090,SlotFiller,220,FILLER_IN_002|740,5,5,550 368 002,740 090,0.957,247,,A,Inspect whether this filler behaves like a variable name/title field inside a stable frame.
94.1,C-6,Lower Indus,Chanhu-daro,SEAL:S,Y,R/L,+817-521-521/090-740-221-002-031-500+,500-031-002-221-740-090-521-521-817,SlotFiller,221,FILLER_IN_002|740,4,4,500 031 002,740 090 521,0.957,247,,A,Inspect whether this filler behaves like a variable name/title field inside a stable frame.
2013.1,L-41,Gujarat/Kutch,Lothal,SEAL:S,Y,R/L,+090-740-233-002-817+,817-002-233-740-090,SlotFiller,233,FILLER_IN_002|740,3,3,817 002,740 090,0.957,247,,A,Inspect whether this filler behaves like a variable name/title field inside a stable frame.
