Unit,EvidenceType,Frame,FillerA,AbstractA,FillerB,AbstractB,Relation,CombinedCount,Constraint
032,DirectAnchorAlternation,031|<END>,032,A07,001,A05,Substitution@1:032>001,10,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
032,DirectAnchorAlternation,031|<END>,032,A07,031,M03,Substitution@1:032>031,10,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
032,DirectAnchorAlternation,031|<END>,032,A07,592,R97,Substitution@1:032>592,10,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
032,DirectAnchorAlternation,002|<END>,220,A09,032,A07,Substitution@1:220>032,9,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
032,DirectAnchorAlternation,002|<END>,032,A07,235,M01,Substitution@1:032>235,8,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
032,DirectAnchorAlternation,002|<END>,032,A07,240,A02,Substitution@1:032>240,8,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
032,DirectAnchorAlternation,002|<END>,032,A07,740,T01,Substitution@1:032>740,8,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
032,ComponentAlternation,<START>|390,590,A08,032-590,A07-A08,PrefixAddition:032,16,"added initial sign may be prefix, classifier, allograph, numeral, or graphic modifier"
032,ComponentAlternation,820|<END>,002,A01,002-032,A01-A07,SuffixAddition:032,12,"added final sign may be suffix, terminal marker, allograph, numeral, or graphic modifier"
032-220,DirectAnchorAlternation,002|<END>,220,A09,032-220,A07-A09,PrefixAddition:032,8,"added initial sign may be prefix, classifier, allograph, numeral, or graphic modifier"
032-220,ComponentAlternation,002|<END>,240-520,A02-T02,220-520,A09-T02,Substitution@1:240>220,32,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
032-220,ComponentAlternation,<START>|520,415-220,R13-A09,220,A09,PrefixDeletion:415,25,alternation must preserve the frame before a phonetic value is accepted
032-220,ComponentAlternation,<START>|520,415-220,R13-A09,016-220,R64-A09,Substitution@1:415>016,22,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
032-220,ComponentAlternation,<START>|240,235,M01,220,A09,Substitution@1:235>220,17,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
032-220,ComponentAlternation,<START>|390,590,A08,032-590,A07-A08,PrefixAddition:032,16,"added initial sign may be prefix, classifier, allograph, numeral, or graphic modifier"
032-220,ComponentAlternation,<START>|520,240,A02,220,A09,Substitution@1:240>220,15,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
032-220,ComponentAlternation,<START>|240,798,A14,220,A09,Substitution@1:798>220,14,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
032-220,ComponentAlternation,<START>|520,220,A09,233,A04,Substitution@1:220>233,14,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
032-220,ComponentAlternation,820|<END>,002,A01,002-032,A01-A07,SuffixAddition:032,12,"added final sign may be suffix, terminal marker, allograph, numeral, or graphic modifier"
032-220,ComponentAlternation,<START>|520,220,A09,235,M01,Substitution@1:220>235,12,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
032-220,ComponentAlternation,002|<END>,236,R86,220,A09,Substitution@1:236>220,11,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
032-220,ComponentAlternation,032|740,877,R81,220,A09,Substitution@1:877>220,11,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
032-220,ComponentAlternation,<START>|520,220,A09,016-220,R64-A09,PrefixAddition:016,11,"added initial sign may be prefix, classifier, allograph, numeral, or graphic modifier"
032-220,ComponentAlternation,<START>|520,220,A09,031,M03,Substitution@1:220>031,11,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
032-220,ComponentAlternation,<START>|520,220,A09,175,R68,Substitution@1:220>175,10,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
032-220,ComponentAlternation,<START>|520,231-017-585-095,R21-R17-R24-R84,220-017-585-095,A09-R17-R24-R84,Substitution@1:231>220,10,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
032-220,ComponentAlternation,002|<END>,220,A09,235,M01,Substitution@1:220>235,9,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
032-220,ComponentAlternation,002|<END>,220,A09,240,A02,Substitution@1:220>240,9,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
032-220,ComponentAlternation,002|<END>,220,A09,740,T01,Substitution@1:220>740,9,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
032-220,ComponentAlternation,032|740,760,A16,220,A09,Substitution@1:760>220,9,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
032-220,ComponentAlternation,032|740,904,R19,220,A09,Substitution@1:904>220,9,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
032-220,ComponentAlternation,<START>|520,220,A09,001,A05,Substitution@1:220>001,9,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
032-220,ComponentAlternation,<START>|520,220,A09,095,R84,Substitution@1:220>095,9,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
032-220,ComponentAlternation,<START>|520,220,A09,400,T03,Substitution@1:220>400,9,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
032-220,ComponentAlternation,<START>|520,220,A09,460,R91,Substitution@1:220>460,9,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
032-220,ComponentAlternation,002|<END>,220,A09,520,T02,Substitution@1:220>520,8,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
032-220,ComponentAlternation,002|<END>,220,A09,806,M06,Substitution@1:220>806,8,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
032-220,ComponentAlternation,002|<END>,220,A09,832,R42,Substitution@1:220>832,8,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
140,DirectAnchorAlternation,<START>|001,820,C01,140,M07,Substitution@1:820>140,18,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
140,DirectAnchorAlternation,<START>|390,590,A08,140,M07,Substitution@1:590>140,16,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
140,DirectAnchorAlternation,<START>|390,003,M05,140,M07,Substitution@1:003>140,11,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
176,DirectAnchorAlternation,002|740,048,R43,176,R02,Substitution@1:048>176,20,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
176,DirectAnchorAlternation,002|740,176,R02,061,R29,Substitution@1:176>061,17,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
176,DirectAnchorAlternation,002|740,176,R02,222,R31,Substitution@1:176>222,12,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
176,DirectAnchorAlternation,002|740,176,R02,384,R27,Substitution@1:176>384,12,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
176,DirectAnchorAlternation,002|740,176,R02,519,R233,Substitution@1:176>519,12,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
176,DirectAnchorAlternation,002|740,176,R02,240-176,A02-R02,PrefixAddition:240,11,"added initial sign may be prefix, classifier, allograph, numeral, or graphic modifier"
176,DirectAnchorAlternation,002|740,176,R02,016,R64,Substitution@1:176>016,11,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
176,DirectAnchorAlternation,002|740,176,R02,100,A15,Substitution@1:176>100,11,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
176,DirectAnchorAlternation,002|740,176,R02,101,R106,Substitution@1:176>101,11,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
176,DirectAnchorAlternation,002|740,176,R02,240,A02,Substitution@1:176>240,11,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
176,DirectAnchorAlternation,002|740,176,R02,335,R121,Substitution@1:176>335,11,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
176,DirectAnchorAlternation,002|740,176,R02,540,R236,Substitution@1:176>540,11,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
176,DirectAnchorAlternation,002|740,176,R02,760,A16,Substitution@1:176>760,11,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
176,DirectAnchorAlternation,002|740,176,R02,772,R99,Substitution@1:176>772,11,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
176,DirectAnchorAlternation,002|740,176,R02,798,A14,Substitution@1:176>798,11,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
176,DirectAnchorAlternation,002|740,176,R02,904,R19,Substitution@1:176>904,11,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
176,DirectAnchorAlternation,002|740,176,R02,176-100,R02-A15,SuffixAddition:100,11,"added final sign may be suffix, terminal marker, allograph, numeral, or graphic modifier"
176,ComponentAlternation,002|<END>,048-740,R43-T01,176-740,R02-T01,Substitution@1:048>176,14,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
176,ComponentAlternation,233|<END>,176-740,R02-T01,222-740,R31-T01,Substitution@1:176>222,12,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
176,ComponentAlternation,031|<END>,740,T01,176-740,R02-T01,PrefixAddition:176,11,"added initial sign may be prefix, classifier, allograph, numeral, or graphic modifier"
176,ComponentAlternation,233|<END>,176-740,R02-T01,384-740,R27-T01,Substitution@1:176>384,11,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
176,ComponentAlternation,741|<END>,176-740-090,R02-T01-A10,176-740,R02-T01,SuffixDeletion:090,11,alternation must preserve the frame before a phonetic value is accepted
176,ComponentAlternation,002|<END>,061-740,R29-T01,176-740,R02-T01,Substitution@1:061>176,10,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
176,ComponentAlternation,002|<END>,240-482-740,A02-R16-T01,240-176-740,A02-R02-T01,Substitution@2:482>176,10,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
176,ComponentAlternation,233|<END>,176-740,R02-T01,740,T01,PrefixDeletion:176,10,alternation must preserve the frame before a phonetic value is accepted
176,ComponentAlternation,233|<END>,176-740,R02-T01,798-740,A14-T01,Substitution@1:176>798,10,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
176,ComponentAlternation,233|<END>,176-740,R02-T01,803-740,A12-T01,Substitution@1:176>803,10,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
176,ComponentAlternation,002|740,415-100,R13-A15,176-100,R02-A15,Substitution@1:415>176,9,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
176,ComponentAlternation,233|<END>,176-740,R02-T01,100-740,A15-T01,Substitution@1:176>100,9,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
176,ComponentAlternation,233|<END>,176-740,R02-T01,717-740,R41-T01,Substitution@1:176>717,9,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
235-222,ComponentAlternation,<START>|240,235,M01,798,A14,Substitution@1:235>798,27,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
235-222,ComponentAlternation,861|<END>,002,A01,002-235,A01-M01,SuffixAddition:235,22,"added final sign may be suffix, terminal marker, allograph, numeral, or graphic modifier"
235-222,ComponentAlternation,<START>|233,235,M01,240,A02,Substitution@1:235>240,18,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
235-222,ComponentAlternation,<START>|240,235,M01,002,A01,Substitution@1:235>002,18,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
235-222,ComponentAlternation,<START>|240,235,M01,031,M03,Substitution@1:235>031,18,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
235-222,ComponentAlternation,<START>|240,235,M01,803,A12,Substitution@1:235>803,18,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
235-222,ComponentAlternation,<START>|240,235,M01,806-235,M06-M01,PrefixAddition:806,17,"added initial sign may be prefix, classifier, allograph, numeral, or graphic modifier"
235-222,ComponentAlternation,<START>|240,235,M01,220,A09,Substitution@1:235>220,17,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
235-222,ComponentAlternation,<START>|390,590,A08,235-590,M01-A08,PrefixAddition:235,16,"added initial sign may be prefix, classifier, allograph, numeral, or graphic modifier"
235-222,ComponentAlternation,<START>|233,235,M01,803,A12,Substitution@1:235>803,15,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
235-222,ComponentAlternation,<START>|233,235,M01,806,M06,Substitution@1:235>806,15,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
235-222,ComponentAlternation,002|740,048,R43,222,R31,Substitution@1:048>222,14,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
235-222,ComponentAlternation,002|<END>,048-740,R43-T01,222-740,R31-T01,Substitution@1:048>222,14,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
235-222,ComponentAlternation,<START>|520,240,A02,235,M01,Substitution@1:240>235,13,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
235-222,ComponentAlternation,233|<END>,176-740,R02-T01,222-740,R31-T01,Substitution@1:176>222,12,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
235-222,ComponentAlternation,<START>|233,235,M01,806-235,M06-M01,PrefixAddition:806,12,"added initial sign may be prefix, classifier, allograph, numeral, or graphic modifier"
235-222,ComponentAlternation,<START>|520,220,A09,235,M01,Substitution@1:220>235,12,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
235-222,ComponentAlternation,<START>|520,233,A04,235,M01,Substitution@1:233>235,12,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
235-222,ComponentAlternation,002|740,061,R29,222,R31,Substitution@1:061>222,11,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
235-222,ComponentAlternation,<START>|233,235,M01,803-235,A12-M01,PrefixAddition:803,11,"added initial sign may be prefix, classifier, allograph, numeral, or graphic modifier"
235-222,ComponentAlternation,002|<END>,061-740,R29-T01,222-740,R31-T01,Substitution@1:061>222,10,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
235-222,ComponentAlternation,002|<END>,236,R86,235,M01,Substitution@1:236>235,10,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
235-222,ComponentAlternation,<START>|240,692-060,R18-A06,692-060-235,R18-A06-M01,SuffixAddition:235,10,"added final sign may be suffix, terminal marker, allograph, numeral, or graphic modifier"
235-222,ComponentAlternation,002|<END>,220,A09,235,M01,Substitution@1:220>235,9,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
235-222,ComponentAlternation,233|<END>,222-740,R31-T01,384-740,R27-T01,Substitution@1:222>384,9,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
235-222,ComponentAlternation,<START>|233,806,M06,806-235,M06-M01,SuffixAddition:235,9,"added final sign may be suffix, terminal marker, allograph, numeral, or graphic modifier"
235-222,ComponentAlternation,<START>|520,235,M01,031,M03,Substitution@1:235>031,9,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
235-840-032,ComponentAlternation,<START>|240,235,M01,798,A14,Substitution@1:235>798,27,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
235-840-032,ComponentAlternation,861|<END>,002,A01,002-235,A01-M01,SuffixAddition:235,22,"added final sign may be suffix, terminal marker, allograph, numeral, or graphic modifier"
235-840-032,ComponentAlternation,<START>|233,235,M01,240,A02,Substitution@1:235>240,18,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
235-840-032,ComponentAlternation,<START>|240,235,M01,002,A01,Substitution@1:235>002,18,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
235-840-032,ComponentAlternation,<START>|240,235,M01,031,M03,Substitution@1:235>031,18,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
235-840-032,ComponentAlternation,<START>|240,235,M01,803,A12,Substitution@1:235>803,18,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
235-840-032,ComponentAlternation,<START>|240,235,M01,806-235,M06-M01,PrefixAddition:806,17,"added initial sign may be prefix, classifier, allograph, numeral, or graphic modifier"
235-840-032,ComponentAlternation,<START>|240,235,M01,220,A09,Substitution@1:235>220,17,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
235-840-032,ComponentAlternation,<START>|390,590,A08,032-590,A07-A08,PrefixAddition:032,16,"added initial sign may be prefix, classifier, allograph, numeral, or graphic modifier"
235-840-032,ComponentAlternation,<START>|390,590,A08,235-590,M01-A08,PrefixAddition:235,16,"added initial sign may be prefix, classifier, allograph, numeral, or graphic modifier"
235-840-032,ComponentAlternation,<START>|233,235,M01,803,A12,Substitution@1:235>803,15,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
235-840-032,ComponentAlternation,<START>|233,235,M01,806,M06,Substitution@1:235>806,15,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
235-840-032,ComponentAlternation,<START>|520,240,A02,235,M01,Substitution@1:240>235,13,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
235-840-032,ComponentAlternation,820|<END>,002,A01,002-032,A01-A07,SuffixAddition:032,12,"added final sign may be suffix, terminal marker, allograph, numeral, or graphic modifier"
235-840-032,ComponentAlternation,<START>|233,235,M01,806-235,M06-M01,PrefixAddition:806,12,"added initial sign may be prefix, classifier, allograph, numeral, or graphic modifier"
235-840-032,ComponentAlternation,<START>|520,220,A09,235,M01,Substitution@1:220>235,12,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
235-840-032,ComponentAlternation,<START>|520,233,A04,235,M01,Substitution@1:233>235,12,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
235-840-032,ComponentAlternation,<START>|233,235,M01,803-235,A12-M01,PrefixAddition:803,11,"added initial sign may be prefix, classifier, allograph, numeral, or graphic modifier"
235-840-032,ComponentAlternation,002|<END>,236,R86,235,M01,Substitution@1:236>235,10,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
235-840-032,ComponentAlternation,<START>|240,692-060,R18-A06,692-060-235,R18-A06-M01,SuffixAddition:235,10,"added final sign may be suffix, terminal marker, allograph, numeral, or graphic modifier"
235-840-032,ComponentAlternation,002|<END>,220,A09,235,M01,Substitution@1:220>235,9,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
235-840-032,ComponentAlternation,<START>|233,806,M06,806-235,M06-M01,SuffixAddition:235,9,"added final sign may be suffix, terminal marker, allograph, numeral, or graphic modifier"
235-840-032,ComponentAlternation,<START>|520,235,M01,031,M03,Substitution@1:235>031,9,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
240-176,DirectAnchorAlternation,002|740,176,R02,240-176,A02-R02,PrefixAddition:240,11,"added initial sign may be prefix, classifier, allograph, numeral, or graphic modifier"
240-176,DirectAnchorAlternation,002|740,240-482,A02-R16,240-176,A02-R02,Substitution@2:482>176,10,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
240-176,ComponentAlternation,002|<END>,240-520,A02-T02,240,A02,SuffixDeletion:520,33,alternation must preserve the frame before a phonetic value is accepted
240-176,ComponentAlternation,002|<END>,240-520,A02-T02,520,T02,PrefixDeletion:240,32,alternation must preserve the frame before a phonetic value is accepted
240-176,ComponentAlternation,002|<END>,240-520,A02-T02,220-520,A09-T02,Substitution@1:240>220,32,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
240-176,ComponentAlternation,002|<END>,240-520,A02-T02,231-520,R21-T02,Substitution@1:240>231,32,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
240-176,ComponentAlternation,<START>|233,235,M01,240,A02,Substitution@1:235>240,18,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
240-176,ComponentAlternation,<START>|390,590,A08,240-590,A02-A08,PrefixAddition:240,17,"added initial sign may be prefix, classifier, allograph, numeral, or graphic modifier"
240-176,ComponentAlternation,<START>|233,240,A02,803,A12,Substitution@1:240>803,15,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
240-176,ComponentAlternation,<START>|233,240,A02,806,M06,Substitution@1:240>806,15,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
240-176,ComponentAlternation,<START>|520,240,A02,220,A09,Substitution@1:240>220,15,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
240-176,ComponentAlternation,<START>|520,240,A02,233,A04,Substitution@1:240>233,15,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
240-176,ComponentAlternation,002|<END>,048-740,R43-T01,176-740,R02-T01,Substitution@1:048>176,14,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
240-176,ComponentAlternation,002|740,048,R43,240,A02,Substitution@1:048>240,13,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
240-176,ComponentAlternation,<START>|520,240,A02,235,M01,Substitution@1:240>235,13,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
240-176,ComponentAlternation,233|<END>,176-740,R02-T01,222-740,R31-T01,Substitution@1:176>222,12,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
240-176,ComponentAlternation,<START>|233,240,A02,798-240,A14-A02,PrefixAddition:798,12,"added initial sign may be prefix, classifier, allograph, numeral, or graphic modifier"
240-176,ComponentAlternation,<START>|520,240,A02,031,M03,Substitution@1:240>031,12,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
240-176,ComponentAlternation,002|740,415-100,R13-A15,240-415-100,A02-R13-A15,PrefixAddition:240,11,"added initial sign may be prefix, classifier, allograph, numeral, or graphic modifier"
240-176,ComponentAlternation,002|<END>,240-482-740,A02-R16-T01,240-904-740,A02-R19-T01,Substitution@2:482>904,11,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
240-176,ComponentAlternation,031|<END>,740,T01,176-740,R02-T01,PrefixAddition:176,11,"added initial sign may be prefix, classifier, allograph, numeral, or graphic modifier"
240-176,ComponentAlternation,233|<END>,176-740,R02-T01,384-740,R27-T01,Substitution@1:176>384,11,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
240-176,ComponentAlternation,741|<END>,176-740-090,R02-T01-A10,176-740,R02-T01,SuffixDeletion:090,11,alternation must preserve the frame before a phonetic value is accepted
240-176,ComponentAlternation,<START>|520,240,A02,175,R68,Substitution@1:240>175,11,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
240-176,ComponentAlternation,002|740,061,R29,240,A02,Substitution@1:061>240,10,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
240-176,ComponentAlternation,002|<END>,061-740,R29-T01,176-740,R02-T01,Substitution@1:061>176,10,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
240-176,ComponentAlternation,002|<END>,236,R86,240,A02,Substitution@1:236>240,10,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
240-176,ComponentAlternation,002|<END>,240-482-740,A02-R16-T01,240-176-740,A02-R02-T01,Substitution@2:482>176,10,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
240-176,ComponentAlternation,002|<END>,240-482-740,A02-R16-T01,240-773-740,A02-R60-T01,Substitution@2:482>773,10,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
240-176,ComponentAlternation,233|<END>,176-740,R02-T01,740,T01,PrefixDeletion:176,10,alternation must preserve the frame before a phonetic value is accepted
240-176,ComponentAlternation,233|<END>,176-740,R02-T01,798-740,A14-T01,Substitution@1:176>798,10,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
240-176,ComponentAlternation,233|<END>,176-740,R02-T01,803-740,A12-T01,Substitution@1:176>803,10,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
240-176,ComponentAlternation,<START>|520,240,A02,001,A05,Substitution@1:240>001,10,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
240-176,ComponentAlternation,<START>|520,240,A02,095,R84,Substitution@1:240>095,10,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
240-176,ComponentAlternation,<START>|520,240,A02,400,T03,Substitution@1:240>400,10,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
240-176,ComponentAlternation,<START>|520,240,A02,460,R91,Substitution@1:240>460,10,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
240-176,ComponentAlternation,002|740,415-100,R13-A15,176-100,R02-A15,Substitution@1:415>176,9,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
240-176,ComponentAlternation,002|<END>,220,A09,240,A02,Substitution@1:220>240,9,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
240-176,ComponentAlternation,233|<END>,176-740,R02-T01,100-740,A15-T01,Substitution@1:176>100,9,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
240-176,ComponentAlternation,233|<END>,176-740,R02-T01,717-740,R41-T01,Substitution@1:176>717,9,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
240-482,DirectAnchorAlternation,002|740,240-482,A02-R16,240-904,A02-R19,Substitution@2:482>904,11,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
240-482,DirectAnchorAlternation,002|740,240-482,A02-R16,240-176,A02-R02,Substitution@2:482>176,10,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
240-482,DirectAnchorAlternation,002|740,240-482,A02-R16,240-773,A02-R60,Substitution@2:482>773,10,"same frame, same slot; any phonetic proposal must explain the contrast without changing the formula"
240-482,DirectAnchorAlternation,002|740,240-482,A02-R16,240,A02,SuffixDeletion:482,10,alternation must preserve the frame before a phonetic value is accepted
240-482,ComponentAlternation,002|<END>,240-520,A02-T02,240,A02,SuffixDeletion:520,33,alternation must preserve the frame before a phonetic value is accepted
